State, National, Alabama, Alaska, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming, 
Florida, 3.8099517618562273, 6.187307184442272, 7.492123244811847, 3.289549351989425, 6.000537528678482, 6.985897261781619, 6.2139041685628875, 5.2707361060403155, 4.060952455891912, 17.46592394906208, 0.0, 5.722910882408247, 8.854651666879107, 7.061999399410804, 4.932219596585928, 6.6639767703432025, 6.94695518749941, 5.928093268947079, 6.484603038472597, 6.234751621085677, 6.760312887955455, 6.172138233693095, 6.481277333416411, 6.081236973686769, 6.764989084996751, 7.383347475719376, 5.548470224620993, 6.253507875027489, 6.413116758532646, 4.1785446944292275, 6.826146410687444, 5.879640922846494, 4.851607649843785, 7.0775074442949135, 4.656830458583092, 7.602350796467643, 5.840177673016415, 5.652113518968684, 4.62493435603754, 4.673205617586407, 5.168557718515137, 5.0252898441179905, 7.133809896867176, 5.4181692254529885, 6.220257382319286, 10.01985681765853, 6.427028057250369, 5.639532595018428, 5.485372257763387, 6.670850401391841, 6.942267890422195, 7.081994805883241, 
Georgia, 3.383459971845644, 4.105503415933978, 5.629065381196971, 4.792636348260745, 4.682037652459977, 7.203444888486371, 5.517266084653732, 6.521785596532236, 4.557089551973623, 16.84561447124982, 5.722910882408247, 0.0, 10.067762834912898, 6.044196871039887, 4.131976086663417, 4.853203167956306, 6.63336382396671, 4.877074542321689, 4.93713364149414, 3.712936122276698, 8.577600968582448, 5.733037088896091, 7.3185736807499335, 5.442845689679733, 5.979820268588647, 4.574320353493457, 4.751209767394086, 7.180060767493113, 5.702409145554904, 4.899903500875438, 8.10606560485188, 6.521744551892369, 6.41185565829944, 8.020970950977945, 2.716791409141331, 7.378805292065173, 5.054131401934169, 4.312035655783541, 4.924605580280523, 5.587892511225828, 6.478276201740332, 3.561420424633526, 6.895934703248887, 3.496307978729065, 4.3670155867450395, 7.232495523410977, 7.896111654707818, 4.713514966235755, 5.257300700213566, 7.347766668879503, 6.604004203527821, 7.172399123833692, 
Hawaii, 8.640902477628027, 11.960710435154969, 8.423332745461995, 8.917423876266607, 11.649260259379398, 6.986082851160109, 9.241418729715145, 9.221422648406586, 9.772341094930933, 17.813927942690952, 8.854651666879107, 10.067762834912898, 0.0, 11.382735475002308, 9.193816325901533, 11.5762596515008, 11.463838527831127, 10.65533816876745, 12.200467248633027, 11.404037236635672, 12.138904775621219, 8.638475662482525, 9.161670387881095, 11.331357566042081, 10.062252902137024, 12.66498311755373, 10.934416571577444, 11.177326760958774, 10.605425500288904, 7.444031356697277, 10.795421241022025, 8.021453709644131, 10.85563410035476, 9.173864004767715, 10.39909014625871, 10.751709289438732, 11.226065869381983, 10.735332855210027, 9.045475829970114, 10.18046385647149, 9.387067235343732, 10.932143232283428, 11.352727734904208, 11.041083959745249, 9.555797809938515, 11.848506495854469, 11.754858961637721, 8.849332986925305, 7.982454217923701, 12.961381012365349, 11.190327907087765, 11.131369657386045, 
Idaho, 5.445995265349201, 6.014668490447414, 5.444294531859243, 5.187466200962819, 4.4101627398275, 9.564822351046212, 6.034455585017761, 7.84210667442466, 6.409236082042973, 20.672233287824216, 7.061999399410804, 6.044196871039887, 11.382735475002308, 0.0, 6.684278500698508, 4.587122670421891, 4.928299869885853, 3.763235013460521, 4.542573778345789, 6.048939688648657, 5.830457717597857, 8.75869690068574, 9.11648896315078, 5.693799550889299, 6.307136282749973, 6.608715739312886, 4.278239784191218, 4.092320919211773, 4.462256566659461, 6.174712338444296, 6.646909170339471, 9.053320081109266, 6.779707336926526, 10.887559996845336, 4.863261733245461, 6.395927728708938, 5.377982632238744, 3.2904235830832596, 4.620227724702605, 6.137085752141408, 7.41106223516414, 5.336536282737082, 4.897553881106697, 4.518042636776248, 6.459092959510174, 6.122349145952047, 6.1767557088504415, 7.032209108460353, 5.798468742948339, 5.459009782329378, 6.232416479137791, 3.215145777664268, 
Illinois, 1.8243520614459543, 6.35163014937251, 6.155112598220788, 4.040585006532508, 6.085017827960806, 5.612859960509243, 4.242406272050441, 3.6132972109003343, 4.720005874963814, 15.762308925068131, 4.932219596585928, 4.131976086663417, 9.193816325901533, 6.684278500698508, 0.0, 4.787213458684909, 5.255549171781692, 4.002203298886137, 6.098191535423087, 5.894428829148003, 8.126218446683684, 4.599538697755227, 4.6255998790703545, 4.455643860100725, 3.5082027751620073, 7.174626753286731, 4.594475541643554, 6.938284303138404, 4.262868799923878, 4.5049760547029685, 6.532680941111785, 3.725152416954866, 6.711602438922696, 5.762547026749652, 3.980026174654946, 5.684907250574544, 4.291145763344449, 5.4865710285870035, 3.585845371727645, 3.5564856705092383, 4.027511755560712, 5.196221580172057, 6.0472373381476086, 4.890557251105407, 4.866682803357131, 7.565497055006507, 6.8536558716799, 4.7188841910843875, 3.800501617370362, 8.077289147166505, 4.517164804782505, 7.208109159880017, 
Indiana, 4.413953702250101, 4.022485819248394, 6.975361224013199, 5.366248948998242, 2.9636828393392483, 9.446986733790265, 6.544774221785229, 6.639669989727225, 5.211596715938672, 19.56866225538406, 6.6639767703432025, 4.853203167956306, 11.5762596515008, 4.587122670421891, 4.787213458684909, 0.0, 2.822913522339336, 2.409501900062314, 2.7444101293283354, 5.0716032984926285, 6.4994208547680445, 8.125723821524245, 8.238871389120634, 2.163376648289205, 4.400627729918153, 5.039725995506367, 2.1103838569251927, 5.1844337359607735, 3.39228072151094, 6.544223192875271, 6.5985924166835686, 8.085247968810986, 7.2601645714380005, 9.812090732028338, 3.1373124081181776, 5.702880206439711, 1.9088656767794878, 3.4034168881081417, 4.382395809806403, 3.9486208725973233, 6.377925993526714, 3.440435758738351, 4.031244131495577, 2.532229386477725, 6.78286071017033, 8.003021771607, 6.059705071438575, 6.789698550898428, 5.911355897104956, 5.111184907726745, 3.245423179756317, 5.778202442671454, 
Iowa, 5.01859653773586, 6.018495498253798, 6.857685818585633, 5.689206026659289, 4.698892964784992, 9.93592016494487, 6.355618294543799, 6.144836264181447, 5.59832198736006, 19.884280986189612, 6.94695518749941, 6.63336382396671, 11.463838527831127, 4.928299869885853, 5.255549171781692, 2.822913522339336, 0.0, 2.2778174974144543, 4.736910147147295, 6.621591380673862, 5.742439615686241, 8.114751654469234, 7.958975295551438, 2.9459821287130645, 3.3758892422780864, 7.112117711730094, 2.515713622156716, 4.030753696782015, 2.148803237912941, 7.1317971101761035, 5.539572525473818, 8.093518369105459, 7.833575450004652, 10.037973870124581, 4.747573379347252, 3.9109551270394767, 2.6708789895768223, 4.423904285244341, 4.474552180349819, 3.3337956367986137, 6.177515333617059, 5.068773948944058, 2.3266291643538777, 4.466596645831105, 7.826023339995958, 8.703898002881397, 5.251224473328713, 7.083185715056765, 5.739221653437776, 5.629272055434485, 1.930569551578119, 4.702224655029592, 
Kansas, 3.395724608389481, 5.223839285807916, 5.419432023345854, 4.080110006221985, 4.03158199459461, 8.445541746918305, 4.567084652943675, 5.4400391372043435, 4.7725387125331205, 18.651300479032983, 5.928093268947079, 4.877074542321689, 10.65533816876745, 3.763235013460521, 4.002203298886137, 2.409501900062314, 2.2778174974144543, 0.0, 4.140942769768224, 5.550351806637526, 5.864817716130016, 6.781211528735655, 6.976110056465923, 2.944900778927054, 3.0816969406815877, 6.29461566264602, 1.8740022761667383, 3.936610290326041, 1.4685468519866964, 5.617413945354951, 5.352976509959076, 7.02854646029987, 6.468830635692222, 9.093747073649848, 3.2334085270274286, 4.1888820059709415, 2.4500395830667814, 3.227383461699247, 2.9107625962709607, 3.2081651602834973, 5.334415403750117, 4.076743471347956, 3.128428123359977, 3.387114827789445, 6.021114937383068, 7.0701271418421605, 5.2442610157829606, 5.434387344323214, 4.1751063979465055, 5.747108281583399, 2.80800439247918, 4.259959066919712, 
Kentucky, 5.254569218884902, 2.6787016006490845, 7.683924492005628, 5.934316033613034, 1.7179820996989048, 10.37521984804939, 7.5946015579449515, 7.820180169410399, 5.289842330934863, 19.949880231334795, 6.484603038472597, 4.93713364149414, 12.200467248633027, 4.542573778345789, 6.098191535423087, 2.7444101293283354, 4.736910147147295, 4.140942769768224, 0.0, 4.292679674747487, 6.063796408715112, 8.985450224226074, 9.1751523504975, 3.8046912782070814, 6.4073505988442285, 3.8637552593398197, 2.9912608987977465, 5.211414421344717, 5.2108239498566595, 6.853500017858907, 7.327895463853435, 9.170691607306496, 7.27564808225987, 10.117492285692709, 3.085234729856934, 7.043111138039263, 3.2519722417129917, 3.280906568293292, 5.049854783605919, 4.981835865926781, 7.2167283420004456, 2.7022350265772843, 5.260239194729187, 1.77671495465189, 7.43360683430587, 8.726560242558994, 6.093829605292234, 7.396097785631524, 6.9141978854536, 3.3586165818121265, 5.378054908563893, 6.00500014963238, 
Louisiana, 4.979481364501958, 3.4774139880917163, 6.757926594553043, 5.546473035942494, 3.4927522441750813, 9.131385386411178, 7.785014974040649, 8.162299652817714, 5.379617205481625, 18.42964721328729, 6.234751621085677, 3.712936122276698, 11.404037236635672, 6.048939688648657, 5.894428829148003, 5.0716032984926285, 6.621591380673862, 5.550351806637526, 4.292679674747487, 0.0, 8.503372466510703, 8.220980874238602, 9.219319415414224, 5.733752156336913, 7.4376586890033005, 2.331640923979731, 4.809174007255794, 6.829641350138901, 6.163755617134418, 5.952080136942312, 9.248835257568798, 8.778668580843418, 5.852159898977798, 8.97384357102678, 3.833992006620363, 7.09700914415384, 5.227393075462537, 3.4609393739587495, 6.330514485079579, 5.959978696536184, 7.3270066828931775, 3.5707531650977784, 6.203421273243023, 3.716791402129256, 5.747318591019816, 9.040270417571918, 8.047355339259896, 7.432989931712151, 7.4475384415250225, 5.630347821150248, 7.014500987064625, 6.797148497087995, 
Maine, 7.059812291916, 6.950420689783381, 8.870383865562657, 7.010845099806543, 6.409602215643409, 11.680280161311257, 7.92464176338139, 7.079262739496385, 5.4867323980636575, 20.719973366278136, 6.760312887955455, 8.577600968582448, 12.138904775621219, 5.830457717597857, 8.126218446683684, 6.4994208547680445, 5.742439615686241, 5.864817716130016, 6.063796408715112, 8.503372466510703, 0.0, 9.085992289816492, 8.489954630396529, 5.811221772588372, 7.245495321020162, 8.726945883000203, 5.181463264166163, 3.9160841794364463, 6.51181322729958, 8.813405314625932, 3.82675317599721, 9.674871947882572, 8.753577105214275, 11.30625981320049, 6.175193258033465, 7.516920069212766, 5.821652264149648, 6.58882129910355, 5.7728227215242365, 5.4121354636659404, 6.770785254292806, 6.0734759236554705, 6.43729107560523, 6.009181339696357, 10.309498003544194, 10.11951709093619, 2.3606146862215676, 7.556454921118666, 7.238971279264626, 5.157309569888591, 6.76606525540689, 5.375192055140118, 
